"","NO","miRBase.ID(s)","HGNC.symbol","family.No.","Chromosome","Gene.Start.(bp)","Gene.End.(bp)","Strand"
"801",2,"hsa-mir-2276","MIR2276",2276,"13",24162416,24162504,1
"1105",3,"hsa-mir-4305","MIR4305",4305,"13",39664034,39664135,-1
"211",4,"hsa-mir-320d-1","MIR320D1",320,"13",40727828,40727875,-1
"535",5,"hsa-mir-621","MIR621",621,"13",40810766,40810861,1
"880",6,"hsa-mir-3168","MIR3168",3168,"13",41101019,41101100,-1
"1455",7,"hsa-mir-5006","MIR5006",5006,"13",41568286,41568395,-1
"1869",8,"hsa-mir-8079","MIR8079",8079,"13",44196129,44196200,-1
"933",9,"hsa-mir-3613","MIR3613",3613,"13",49996415,49996501,-1
"24",10,"hsa-mir-16-1","MIR16-1",16,"13",50048973,50049061,-1
"22",11,"hsa-mir-15a","MIR15A",15,"13",50049119,50049201,-1
"1518",12,"hsa-mir-5693","MIR5693",5693,"13",51348567,51348639,-1
"1344",13,"hsa-mir-4703","MIR4703",4703,"13",51552589,51552667,1
"593",14,"hsa-mir-759","MIR759",759,"13",52810050,52810140,1
"745",15,"hsa-mir-1297","MIR1297",1297,"13",54311972,54312048,-1
"1456",16,"hsa-mir-5007","MIR5007",5007,"13",55174454,55174548,1
"881",17,"hsa-mir-3169","MIR3169",3169,"13",61199798,61199880,-1
"458",18,"hsa-mir-548x-2","MIR548X2",548,"13",65966330,65966429,-1
"1345",19,"hsa-mir-4704","MIR4704",4704,"13",66218250,66218324,1
"963",20,"hsa-mir-3665","MIR3665",3665,"13",77698012,77698116,-1
"1223",21,"hsa-mir-4500","MIR4500",4500,"13",87618665,87618740,-1
"536",22,"hsa-mir-622","MIR622",622,"13",90231182,90231277,1
"26",23,"hsa-mir-17","MIR17",17,"13",91350605,91350688,1
"27",24,"hsa-mir-18a","MIR18A",18,"13",91350751,91350821,1
"29",25,"hsa-mir-19a","MIR19A",19,"13",91350891,91350972,1
"32",26,"hsa-mir-20a","MIR20A",20,"13",91351065,91351135,1
"30",27,"hsa-mir-19b-1","MIR19B1",19,"13",91351192,91351278,1
"65",28,"hsa-mir-92a-1","MIR92A1",92,"13",91351314,91351391,1
"413",29,"hsa-mir-548as","MIR548AS",548,"13",92490163,92490220,1
"1224",30,"hsa-mir-4501","MIR4501",4501,"13",96427229,96427292,1
"882",31,"hsa-mir-3170","MIR3170",3170,"13",98208524,98208600,1
"537",32,"hsa-mir-623","MIR623",623,"13",99356131,99356228,1
"1106",33,"hsa-mir-4306","MIR4306",4306,"13",99643059,99643149,1
"807",34,"hsa-mir-2681","MIR2681",2681,"13",101967642,101967746,-1
"1346",35,"hsa-mir-4705","MIR4705",4705,"13",102045934,102046004,-1
"705",36,"hsa-mir-1267","MIR1267",1267,"13",107531171,107531248,-1
"1863",37,"hsa-mir-8073","MIR8073",8073,"13",110340958,110341029,1
"1865",38,"hsa-mir-8075","MIR8075",8075,"13",113262920,113262999,1
"412",39,"hsa-mir-548ar","MIR548AR",548,"13",114244505,114244561,1
"1225",40,"hsa-mir-4502","MIR4502",4502,"13",114273828,114273908,1
"1600",1,"hsa-mir-6717","MIR6717",6717,"14",21023314,21023386,-1
"1348",2,"hsa-mir-4707","MIR4707",4707,"14",22956950,22957029,-1
"174",3,"hsa-mir-208a","MIR208A",208,"14",23388596,23388666,-1
"175",4,"hsa-mir-208b","MIR208B",208,"14",23417987,23418063,-1
"1815",5,"hsa-mir-7703","MIR7703",7703,"14",24143489,24143565,-1
"1107",6,"hsa-mir-4307","MIR4307",4307,"14",26908642,26908725,1
"883",7,"hsa-mir-3171","MIR3171",3171,"14",27633205,27633278,-1
"538",8,"hsa-mir-624","MIR624",624,"14",31014646,31014742,-1
"1226",9,"hsa-mir-4503","MIR4503",4503,"14",36952309,36952391,-1
"459",10,"hsa-mir-548y","MIR548Y",548,"14",47760995,47761104,-1
"1546",11,"hsa-mir-6076","MIR6076",6076,"14",49966399,49966511,1
"1227",12,"hsa-mir-4504","MIR4504",4504,"14",50299855,50299946,-1
"1488",13,"hsa-mir-5580","MIR5580",5580,"14",53948427,53948484,-1
"1108",14,"hsa-mir-4308","MIR4308",4308,"14",54878113,54878193,-1
"1495",15,"hsa-mir-5586","MIR5586",5586,"14",59646962,59647020,-1
"434",16,"hsa-mir-548h-1","MIR548H1",548,"14",64095024,64095125,-1
"1831",17,"hsa-mir-7855","MIR7855",7855,"14",64785626,64785686,-1
"1347",18,"hsa-mir-4706","MIR4706",4706,"14",65044688,65044769,1
"1349",19,"hsa-mir-4708","MIR4708",4708,"14",65335117,65335183,-1
"539",20,"hsa-mir-625","MIR625",625,"14",65471102,65471186,1
"1519",21,"hsa-mir-5694","MIR5694",5694,"14",67441855,67441930,-1
"1819",22,"hsa-mir-7843","MIR7843",7843,"14",72516820,72516898,1
"1228",23,"hsa-mir-4505","MIR4505",4505,"14",73758747,73758819,1
"1350",24,"hsa-mir-4709","MIR4709",4709,"14",74480133,74480204,-1
"1813",25,"hsa-mir-7641-2","MIR7641-2",7641,"14",75604209,75604261,1
"697",26,"hsa-mir-1260a","MIR1260A",1260,"14",77266218,77266290,1
"1229",27,"hsa-mir-4506","MIR4506",4506,"14",93948226,93948302,-1
"884",28,"hsa-mir-3173","MIR3173",3173,"14",95137919,95137986,-1
"129",29,"hsa-mir-151b","MIR151B",151,"14",100109419,100109514,-1
"229",30,"hsa-mir-342","MIR342",342,"14",100109655,100109753,1
"1649",31,"hsa-mir-6764","MIR6764",6764,"14",100277357,100277417,1
"230",32,"hsa-mir-345","MIR345",345,"14",100307859,100307956,1
"805",33,"hsa-mir-2392","MIR2392",2392,"14",100814491,100814574,1
"602",34,"hsa-mir-770","MIR770",770,"14",100852390,100852487,1
"308",35,"hsa-mir-493","MIR493",493,"14",100869060,100869148,1
"225",36,"hsa-mir-337","MIR337",337,"14",100874493,100874585,1
"582",37,"hsa-mir-665","MIR665",665,"14",100875033,100875104,1
"280",38,"hsa-mir-431","MIR431",431,"14",100881007,100881120,1
"282",39,"hsa-mir-433","MIR433",433,"14",100881886,100881978,1
"94",40,"hsa-mir-127","MIR127",127,"14",100882979,100883075,1
"281",41,"hsa-mir-432","MIR432",432,"14",100884483,100884576,1
"109",42,"hsa-mir-136","MIR136",136,"14",100884702,100884783,1
"239",43,"hsa-mir-370","MIR370",370,"14",100911139,100911213,1
"264",44,"hsa-mir-379","MIR379",379,"14",101022066,101022132,1
"272",45,"hsa-mir-411","MIR411",411,"14",101023325,101023420,1
"196",46,"hsa-mir-299","MIR299",299,"14",101023794,101023856,1
"265",47,"hsa-mir-380","MIR380",380,"14",101025017,101025077,1
"651",48,"hsa-mir-1197","MIR1197",1197,"14",101025564,101025651,1
"214",49,"hsa-mir-323a","MIR323A",323,"14",101025732,101025817,1
"592",50,"hsa-mir-758","MIR758",758,"14",101026020,101026107,1
"220",51,"hsa-mir-329-1","MIR329-1",329,"14",101026785,101026864,1
"221",52,"hsa-mir-329-2","MIR329-2",329,"14",101027100,101027183,1
"309",53,"hsa-mir-494","MIR494",494,"14",101029634,101029714,1
"650",54,"hsa-mir-1193","MIR1193",1193,"14",101030052,101030129,1
"385",55,"hsa-mir-543","MIR543",543,"14",101031987,101032064,1
"310",56,"hsa-mir-495","MIR495",495,"14",101033755,101033836,1
"251",57,"hsa-mir-376c","MIR376C",376,"14",101039690,101039755,1
"249",58,"hsa-mir-376a-2","MIR376A2",376,"14",101040069,101040148,1
"569",59,"hsa-mir-654","MIR654",654,"14",101040219,101040299,1
"250",60,"hsa-mir-376b","MIR376B",376,"14",101040436,101040535,1
"248",61,"hsa-mir-376a-1","MIR376A1",376,"14",101040782,101040849,1
"197",62,"hsa-mir-300","MIR300",300,"14",101041363,101041445,1
"648",63,"hsa-mir-1185-1","MIR1185-1",1185,"14",101042977,101043062,1
"649",64,"hsa-mir-1185-2","MIR1185-2",1185,"14",101044198,101044283,1
"266",65,"hsa-mir-381","MIR381",381,"14",101045920,101045994,1
"302",66,"hsa-mir-487b","MIR487B",487,"14",101046455,101046538,1
"382",67,"hsa-mir-539","MIR539",539,"14",101047321,101047398,1
"612",68,"hsa-mir-889","MIR889",889,"14",101047901,101047979,1
"386",69,"hsa-mir-544a","MIR544A",544,"14",101048658,101048748,1
"570",70,"hsa-mir-655","MIR655",655,"14",101049550,101049646,1
"301",71,"hsa-mir-487a","MIR487A",487,"14",101052446,101052525,1
"267",72,"hsa-mir-382","MIR382",382,"14",101054306,101054381,1
"105",73,"hsa-mir-134","MIR134",134,"14",101054687,101054759,1
"583",74,"hsa-mir-668","MIR668",668,"14",101055258,101055323,1
"298",75,"hsa-mir-485","MIR485",485,"14",101055419,101055491,1
"215",76,"hsa-mir-323b","MIR323B",323,"14",101056219,101056300,1
"133",77,"hsa-mir-154","MIR154",154,"14",101059755,101059838,1
"311",78,"hsa-mir-496","MIR496",496,"14",101060573,101060674,1
"252",79,"hsa-mir-377","MIR377",377,"14",101062050,101062118,1
"383",80,"hsa-mir-541","MIR541",541,"14",101064495,101064578,1
"270",81,"hsa-mir-409","MIR409",409,"14",101065300,101065378,1
"273",82,"hsa-mir-412","MIR412",412,"14",101065447,101065537,1
"238",83,"hsa-mir-369","MIR369",369,"14",101065598,101065667,1
"271",84,"hsa-mir-410","MIR410",410,"14",101065912,101065991,1
"571",85,"hsa-mir-656","MIR656",656,"14",101066724,101066801,1
"682",86,"hsa-mir-1247","MIR1247",1247,"14",101560287,101560422,-1
"1109",87,"hsa-mir-4309","MIR4309",4309,"14",102539644,102539726,1
"169",88,"hsa-mir-203a","MIR203A",203,"14",104117405,104117514,1
"170",89,"hsa-mir-203b","MIR203B",203,"14",104117418,104117503,-1
"1351",90,"hsa-mir-4710","MIR4710",4710,"14",104677694,104677749,-1
"1650",91,"hsa-mir-6765","MIR6765",6765,"14",105150778,105150864,-1
"1860",92,"hsa-mir-8071-1","MIR8071-1",8071,"14",105621116,105621180,1
"1861",93,"hsa-mir-8071-2","MIR8071-2",8071,"14",105640168,105640232,1
"1267",94,"hsa-mir-4539","MIR4539",4539,"14",105857513,105857572,-1
"1230",95,"hsa-mir-4507","MIR4507",4507,"14",105858124,105858175,-1
"1266",96,"hsa-mir-4538","MIR4538",4538,"14",105858165,105858242,-1
"1265",97,"hsa-mir-4537","MIR4537",4537,"14",105859484,105859553,-1
"1482",98,"hsa-mir-5195","MIR5195",5195,"14",106850885,106850999,-1
"819",1,"hsa-mir-3118-2","MIR3118-2",3118,"15",20832795,20832869,1
"1526",2,"hsa-mir-5701-1","MIR5701-1",5701,"15",20940252,20940333,1
"820",3,"hsa-mir-3118-3","MIR3118-3",3118,"15",21406385,21406459,1
"1527",4,"hsa-mir-5701-2","MIR5701-2",5701,"15",21513959,21514040,1
"821",5,"hsa-mir-3118-4","MIR3118-4",3118,"15",21843750,21843824,1
"1528",6,"hsa-mir-5701-3","MIR5701-3",5701,"15",21951242,21951323,1
"706",7,"hsa-mir-1268a","MIR1268A",1268,"15",22225278,22225329,-1
"1232",8,"hsa-mir-4509-1","MIR4509-1",4509,"15",23197827,23197920,1
"1231",9,"hsa-mir-4508","MIR4508",4508,"15",23562062,23562131,-1
"1356",10,"hsa-mir-4715","MIR4715",4715,"15",25848747,25848825,-1
"1233",11,"hsa-mir-4509-2","MIR4509-2",4509,"15",28426491,28426584,1
"1234",12,"hsa-mir-4509-3","MIR4509-3",4509,"15",28490752,28490845,-1
"177",13,"hsa-mir-211","MIR211",211,"15",31065032,31065141,-1
"668",14,"hsa-mir-1233-1","MIR1233-1",1233,"15",34382069,34382150,-1
"669",15,"hsa-mir-1233-2","MIR1233-2",1233,"15",34528290,34528371,-1
"1038",16,"hsa-mir-3942","MIR3942",3942,"15",35372256,35372364,-1
"1235",17,"hsa-mir-4510","MIR4510",4510,"15",35926856,35926923,1
"1851",18,"hsa-mir-8063","MIR8063",8063,"15",36972821,36972901,-1
"540",19,"hsa-mir-626","MIR626",626,"15",41691585,41691678,1
"1110",20,"hsa-mir-4310","MIR4310",4310,"15",41866495,41866551,-1
"541",21,"hsa-mir-627","MIR627",627,"15",42199570,42199666,-1
"726",22,"hsa-mir-1282","MIR1282",1282,"15",43793659,43793759,-1
"123",23,"hsa-mir-147b","MIR147B",147,"15",45433050,45433129,1
"1357",24,"hsa-mir-4716","MIR4716",4716,"15",49169070,49169153,-1
"1353",25,"hsa-mir-4712","MIR4712",4712,"15",50360329,50360410,1
"1354",26,"hsa-mir-4713","MIR4713",4713,"15",51242190,51242264,1
"1834",27,"hsa-mir-7973-2","MIR7973-2",7973,"15",51314032,51314107,-1
"1833",28,"hsa-mir-7973-1","MIR7973-1",7973,"15",51314034,51314109,1
"704",29,"hsa-mir-1266","MIR1266",1266,"15",52277117,52277200,-1
"542",30,"hsa-mir-628","MIR628",628,"15",55372940,55373034,-1
"799",31,"hsa-mir-2116","MIR2116",2116,"15",59171183,59171262,-1
"1855",32,"hsa-mir-8067","MIR8067",8067,"15",62304658,62304734,-1
"1555",33,"hsa-mir-6085","MIR6085",6085,"15",62343029,62343138,1
"148",34,"hsa-mir-190a","MIR190A",190,"15",62823957,62824041,1
"275",35,"hsa-mir-422a","MIR422A",422,"15",63870930,63871019,-1
"712",36,"hsa-mir-1272","MIR1272",1272,"15",64762387,64762515,-1
"1236",37,"hsa-mir-4511","MIR4511",4511,"15",65719246,65719332,-1
"1111",38,"hsa-mir-4311","MIR4311",4311,"15",66040233,66040332,1
"1237",39,"hsa-mir-4512","MIR4512",4512,"15",66496958,66497034,-1
"1112",40,"hsa-mir-4312","MIR4312",4312,"15",68801850,68801925,-1
"543",41,"hsa-mir-629","MIR629",629,"15",70079372,70079468,-1
"544",42,"hsa-mir-630","MIR630",630,"15",72587217,72587313,1
"1774",43,"hsa-mir-6881","MIR6881",6881,"15",74411357,74411432,-1
"1238",44,"hsa-mir-4513","MIR4513",4513,"15",74788672,74788757,-1
"1775",45,"hsa-mir-6882","MIR6882",6882,"15",74840642,74840707,-1
"545",46,"hsa-mir-631","MIR631",631,"15",75353611,75353685,-1
"1113",47,"hsa-mir-4313","MIR4313",4313,"15",75762215,75762315,-1
"1001",48,"hsa-mir-3713","MIR3713",3713,"15",76586647,76586691,1
"143",49,"hsa-mir-184","MIR184",184,"15",79209788,79209871,1
"1486",50,"hsa-mir-5572","MIR5572",5572,"15",80581103,80581239,1
"461",51,"hsa-mir-549a","MIR549A",549,"15",80841978,80842073,-1
"1239",52,"hsa-mir-4514","MIR4514",4514,"15",80997417,80997473,-1
"1240",53,"hsa-mir-4515","MIR4515",4515,"15",83067335,83067415,1
"1818",54,"hsa-mir-7706","MIR7706",7706,"15",85380596,85380662,1
"721",55,"hsa-mir-1276","MIR1276",1276,"15",85770496,85770578,-1
"410",56,"hsa-mir-548ap","MIR548AP",548,"15",85825635,85825730,1
"640",57,"hsa-mir-1179","MIR1179",1179,"15",88608107,88608197,1
"15",58,"hsa-mir-7-2","MIR7-2",7,"15",88611825,88611934,1
"924",59,"hsa-mir-3529","MIR3529",3529,"15",88611847,88611924,-1
"1651",60,"hsa-mir-6766","MIR6766",6766,"15",89326739,89326810,-1
"19",61,"hsa-mir-9-3","MIR9-3",9,"15",89368017,89368106,1
"1469",62,"hsa-mir-5094","MIR5094",5094,"15",89850637,89850721,-1
"1458",63,"hsa-mir-5009","MIR5009",5009,"15",89883931,89884030,-1
"885",64,"hsa-mir-3174","MIR3174",3174,"15",90006755,90006841,1
"886",65,"hsa-mir-3175","MIR3175",3175,"15",92904399,92904475,1
"771",66,"hsa-mir-1469","MIR1469",1469,"15",96333261,96333307,1
"1355",67,"hsa-mir-4714","MIR4714",4714,"15",98784426,98784502,1
"750",68,"hsa-mir-1302-10","MIR1302-10",1302,"15",101960459,101960596,-1
"1750",69,"hsa-mir-6859-3","MIR6859-3",6859,"15",101973524,101973591,1
"1751",1,"hsa-mir-6859-4","MIR6859-4",6859,"16",17052,17119,-1
"1496",2,"hsa-mir-5587","MIR5587",5587,"16",535316,535368,1
"887",3,"hsa-mir-3176","MIR3176",3176,"16",543277,543366,1
"577",4,"hsa-mir-662","MIR662",662,"16",770183,770277,1
"888",5,"hsa-mir-3177","MIR3177",3177,"16",1734985,1735066,1
"662",6,"hsa-mir-1225","MIR1225",1225,"16",2090195,2090284,-1
"1590",7,"hsa-mir-6511b-1","MIR6511B1",6511,"16",2106669,2106753,-1
"1241",8,"hsa-mir-4516","MIR4516",4516,"16",2133119,2133204,1
"898",9,"hsa-mir-3180-5","MIR3180-5",3180,"16",2135977,2136129,-1
"975",10,"hsa-mir-3677","MIR3677",3677,"16",2270713,2270772,1
"630",11,"hsa-mir-940","MIR940",940,"16",2271747,2271840,1
"1358",12,"hsa-mir-4717","MIR4717",4717,"16",2274620,2274691,1
"1652",13,"hsa-mir-6767","MIR6767",6767,"16",2445392,2445457,1
"1653",14,"hsa-mir-6768","MIR6768",6768,"16",2463967,2464038,1
"889",15,"hsa-mir-3178","MIR3178",3178,"16",2531922,2532005,-1
"1564",16,"hsa-mir-6126","MIR6126",6126,"16",3485381,3485469,-1
"1654",17,"hsa-mir-6769a","MIR6769A",6769,"16",4671318,4671390,1
"1853",18,"hsa-mir-8065","MIR8065",8065,"16",5632467,5632566,1
"435",19,"hsa-mir-548h-2","MIR548H2",548,"16",11306440,11306527,-1
"1359",20,"hsa-mir-4718","MIR4718",4718,"16",12720321,12720371,1
"153",21,"hsa-mir-193b","MIR193B",193,"16",14303967,14304049,1
"235",22,"hsa-mir-365a","MIR365A",365,"16",14309285,14309371,1
"890",23,"hsa-mir-3179-1","MIR3179-1",3179,"16",14901508,14901591,1
"967",24,"hsa-mir-3670-1","MIR3670-1",3670,"16",14907717,14907781,1
"894",25,"hsa-mir-3180-1","MIR3180-1",3180,"16",14911220,14911313,1
"1586",26,"hsa-mir-6511a-1","MIR6511A1",6511,"16",14925937,14926003,1
"1656",27,"hsa-mir-6770-1","MIR6770-1",6770,"16",14930820,14930879,1
"788",28,"hsa-mir-1972-1","MIR1972-1",1972,"16",15010321,15010397,-1
"1591",29,"hsa-mir-6511b-2","MIR6511B2",6511,"16",15134075,15134145,-1
"897",30,"hsa-mir-3180-4","MIR3180-4",3180,"16",15154850,15155002,-1
"1581",31,"hsa-mir-6506","MIR6506",6506,"16",15611030,15611095,-1
"297",32,"hsa-mir-484","MIR484",484,"16",15643294,15643372,1
"891",33,"hsa-mir-3179-2","MIR3179-2",3179,"16",16300159,16300242,1
"968",34,"hsa-mir-3670-2","MIR3670-2",3670,"16",16306370,16306434,1
"895",35,"hsa-mir-3180-2","MIR3180-2",3180,"16",16309879,16309966,1
"1587",36,"hsa-mir-6511a-2","MIR6511A2",6511,"16",16324588,16324654,1
"1657",37,"hsa-mir-6770-2","MIR6770-2",6770,"16",16329305,16329364,1
"1588",38,"hsa-mir-6511a-3","MIR6511A3",6511,"16",16368876,16368942,1
"1589",39,"hsa-mir-6511a-4","MIR6511A4",6511,"16",18344013,18344079,-1
"1658",40,"hsa-mir-6770-3","MIR6770-3",6770,"16",18379351,18379410,-1
"896",41,"hsa-mir-3180-3","MIR3180-3",3180,"16",18402178,18402271,-1
"969",42,"hsa-mir-3670-3","MIR3670-3",3670,"16",18405698,18405762,-1
"892",43,"hsa-mir-3179-3","MIR3179-3",3179,"16",18411894,18411977,-1
"970",44,"hsa-mir-3670-4","MIR3670-4",3670,"16",18488301,18488365,-1
"893",45,"hsa-mir-3179-4","MIR3179-4",3179,"16",18494493,18494576,-1
"978",46,"hsa-mir-3680-1","MIR3680-1",3680,"16",21506049,21506135,-1
"719",47,"hsa-mir-1273h","MIR1273H",1273,"16",24203116,24203231,1
"456",48,"hsa-mir-548w","MIR548W",548,"16",26025237,26025310,1
"1754",49,"hsa-mir-6862-1","MIR6862-1",6862,"16",28390982,28391051,-1
"1755",50,"hsa-mir-6862-2","MIR6862-2",6862,"16",28724252,28724321,1
"1362",51,"hsa-mir-4721","MIR4721",4721,"16",28843919,28844007,-1
"1242",52,"hsa-mir-4517","MIR4517",4517,"16",28958583,28958661,1
"979",53,"hsa-mir-3680-2","MIR3680-2",3680,"16",29599179,29599265,-1
"1243",54,"hsa-mir-4518","MIR4518",4518,"16",30503919,30504001,1
"1244",55,"hsa-mir-4519","MIR4519",4519,"16",30875266,30875323,-1
"596",56,"hsa-mir-762","MIR762",762,"16",30893903,30893985,1
"1659",57,"hsa-mir-6771","MIR6771",6771,"16",50292616,50292675,1
"899",58,"hsa-mir-3181","MIR3181",3181,"16",50742305,50742377,1
"1031",59,"hsa-mir-3935","MIR3935",3935,"16",56245520,56245623,1
"112",60,"hsa-mir-138-2","MIR138-2",138,"16",56858518,56858601,1
"1756",61,"hsa-mir-6863","MIR6863",6863,"16",56904264,56904353,1
"1660",62,"hsa-mir-6772","MIR6772",6772,"16",57772289,57772352,-1
"219",63,"hsa-mir-328","MIR328",328,"16",67202321,67202395,-1
"1661",64,"hsa-mir-6773","MIR6773",6773,"16",68233426,68233499,-1
"775",65,"hsa-mir-1538","MIR1538",1538,"16",69565808,69565868,-1
"114",66,"hsa-mir-140","MIR140",140,"16",69933081,69933180,1
"789",67,"hsa-mir-1972-2","MIR1972-2",1972,"16",70030346,70030422,1
"1360",68,"hsa-mir-4719","MIR4719",4719,"16",76868936,76869019,1
"1361",69,"hsa-mir-4720","MIR4720",4720,"16",81385018,81385093,1
"1830",70,"hsa-mir-7854","MIR7854",7854,"16",81533902,81533966,1
"1579",71,"hsa-mir-6504","MIR6504",6504,"16",81611348,81611408,1
"1846",72,"hsa-mir-8058","MIR8058",8058,"16",82688931,82689019,1
"900",73,"hsa-mir-3182","MIR3182",3182,"16",83508346,83508408,1
"1468",74,"hsa-mir-5093","MIR5093",5093,"16",85306226,85306325,-1
"782",75,"hsa-mir-1910","MIR1910",1910,"16",85741621,85741700,-1
"1662",76,"hsa-mir-6774","MIR6774",6774,"16",85918347,85918416,1
"1663",77,"hsa-mir-6775","MIR6775",6775,"16",87834592,87834660,-1
"1476",78,"hsa-mir-5189","MIR5189",5189,"16",88468918,88469031,1
"1363",79,"hsa-mir-4722","MIR4722",4722,"16",88716278,88716337,-1
"901",1,"hsa-mir-3183","MIR3183",3183,"17",1022476,1022559,-1
"35",2,"hsa-mir-22","MIR22",22,"17",1713903,1713987,-1
"101",3,"hsa-mir-132","MIR132",132,"17",2049908,2050008,-1
"178",4,"hsa-mir-212","MIR212",212,"17",2050271,2050380,-1
"1664",5,"hsa-mir-6776","MIR6776",6776,"17",2692861,2692919,-1
"688",6,"hsa-mir-1253","MIR1253",1253,"17",2748078,2748182,-1
"1757",7,"hsa-mir-6864","MIR6864",6864,"17",4969702,4969771,-1
"1758",8,"hsa-mir-6865","MIR6865",6865,"17",4970086,4970150,-1
"1245",9,"hsa-mir-4520-1","MIR4520-1",4520,"17",6655440,6655509,-1
"1246",10,"hsa-mir-4520-2","MIR4520-2",4520,"17",6655449,6655502,1
"156",11,"hsa-mir-195","MIR195",195,"17",7017615,7017701,-1
"312",12,"hsa-mir-497","MIR497",497,"17",7017911,7018022,-1
"216",13,"hsa-mir-324","MIR324",324,"17",7223297,7223379,-1
"1114",14,"hsa-mir-4314","MIR4314",4314,"17",8088056,8088147,1
"1776",15,"hsa-mir-6883","MIR6883",6883,"17",8144994,8145071,-1
"1247",16,"hsa-mir-4521","MIR4521",4521,"17",8186945,8187004,1
"591",17,"hsa-mir-744","MIR744",744,"17",12081899,12081996,1
"709",18,"hsa-mir-1269b","MIR1269B",1269,"17",12917268,12917342,-1
"436",19,"hsa-mir-548h-3","MIR548H3",548,"17",13543529,13543646,-1
"1372",20,"hsa-mir-4731","MIR4731",4731,"17",15251627,15251696,-1
"734",21,"hsa-mir-1288","MIR1288",1288,"17",16282014,16282088,1
"1665",22,"hsa-mir-6777","MIR6777",6777,"17",17813480,17813545,-1
"61",23,"hsa-mir-33b","MIR33B",33,"17",17813836,17813931,-1
"1666",24,"hsa-mir-6778","MIR6778",6778,"17",18340814,18340886,-1
"641",25,"hsa-mir-1180","MIR1180",1180,"17",19344506,19344574,-1
"1248",26,"hsa-mir-4522","MIR4522",4522,"17",27293910,27293996,-1
"1364",27,"hsa-mir-4723","MIR4723",4723,"17",28360654,28360734,1
"290",28,"hsa-mir-451a","MIR451A",451,"17",28861369,28861440,-1
"291",29,"hsa-mir-451b","MIR451B",451,"17",28861371,28861438,1
"118",30,"hsa-mir-144","MIR144",144,"17",28861533,28861618,-1
"1373",31,"hsa-mir-4732","MIR4732",4732,"17",28861655,28861730,-1
"1249",32,"hsa-mir-4523","MIR4523",4523,"17",29390662,29390730,1
"276",33,"hsa-mir-423","MIR423",423,"17",30117079,30117172,1
"902",34,"hsa-mir-3184","MIR3184",3184,"17",30117086,30117160,-1
"1374",35,"hsa-mir-4733","MIR4733",4733,"17",31094350,31094425,-1
"1365",36,"hsa-mir-4724","MIR4724",4724,"17",31534883,31534971,1
"152",37,"hsa-mir-193a","MIR193A",193,"17",31559996,31560083,1
"1366",38,"hsa-mir-4725","MIR4725",4725,"17",31575269,31575358,1
"236",39,"hsa-mir-365b","MIR365B",365,"17",31575411,31575521,1
"546",40,"hsa-mir-632","MIR632",632,"17",32350109,32350202,1
"810",41,"hsa-mir-2909","MIR2909",2909,"17",37033745,37033813,1
"263",42,"hsa-mir-378j","MIR378J",378,"17",37614931,37615039,-1
"1375",43,"hsa-mir-4734","MIR4734",4734,"17",38702262,38702331,-1
"1367",44,"hsa-mir-4726","MIR4726",4726,"17",38719691,38719748,1
"1368",45,"hsa-mir-4727","MIR4727",4727,"17",38825838,38825892,1
"1667",46,"hsa-mir-6779","MIR6779",6779,"17",38914979,38915042,1
"1369",47,"hsa-mir-4728","MIR4728",4728,"17",39726495,39726561,1
"1777",48,"hsa-mir-6884","MIR6884",6884,"17",40026332,40026409,-1
"1759",49,"hsa-mir-6866","MIR6866",6866,"17",40161933,40162001,1
"1760",50,"hsa-mir-6867","MIR6867",6867,"17",40193597,40193663,1
"1585",51,"hsa-mir-6510","MIR6510",6510,"17",41517164,41517217,-1
"414",52,"hsa-mir-548at","MIR548AT",548,"17",42494773,42494830,1
"1459",53,"hsa-mir-5010","MIR5010",5010,"17",42514188,42514307,1
"1668",54,"hsa-mir-6780a","MIR6780A",6780,"17",42708084,42708151,-1
"1670",55,"hsa-mir-6781","MIR6781",6781,"17",42823880,42823943,-1
"800",56,"hsa-mir-2117","MIR2117",2117,"17",43444806,43444885,1
"1671",57,"hsa-mir-6782","MIR6782",6782,"17",44207771,44207839,-1
"1672",58,"hsa-mir-6783","MIR6783",6783,"17",44934618,44934681,-1
"1673",59,"hsa-mir-6784","MIR6784",6784,"17",45114367,45114433,-1
"1115",60,"hsa-mir-4315-1","MIR4315-1",4315,"17",45475363,45475435,-1
"1464",61,"hsa-mir-5089","MIR5089",5089,"17",46973017,46973100,1
"130",62,"hsa-mir-152","MIR152",152,"17",48037161,48037247,-1
"655",63,"hsa-mir-1203","MIR1203",1203,"17",48156427,48156511,-1
"20",64,"hsa-mir-10a","MIR10A",10,"17",48579838,48579947,-1
"157",65,"hsa-mir-196a-1","MIR196A1",196,"17",48632490,48632559,-1
"903",66,"hsa-mir-3185","MIR3185",3185,"17",48724408,48724475,-1
"1567",67,"hsa-mir-6129","MIR6129",6129,"17",49288346,49288454,-1
"1573",68,"hsa-mir-6165","MIR6165",6165,"17",49510817,49510900,1
"1847",69,"hsa-mir-8059","MIR8059",8059,"17",50768650,50768730,1
"934",70,"hsa-mir-3614","MIR3614",3614,"17",56891270,56891355,-1
"116",71,"hsa-mir-142","MIR142",142,"17",58331232,58331318,-1
"1377",72,"hsa-mir-4736","MIR4736",4736,"17",58335976,58336022,-1
"293",73,"hsa-mir-454","MIR454",454,"17",59137758,59137872,-1
